Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
WZP-10_S41_R2_001	(2.0, 18.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 1.0)	(9.0, 0.0)	(10.0, 4.0)	(11.0, 221.0)	(12.0, 2541.0)	(13.0, 7806.0)	(14.0, 17719.0)	(15.0, 38363.0)	(16.0, 72204.0)	(17.0, 104822.0)	(18.0, 127480.0)	(19.0, 150052.0)	(20.0, 175144.0)	(21.0, 204439.0)	(22.0, 236365.0)	(23.0, 273095.0)	(24.0, 312051.0)	(25.0, 357337.0)	(26.0, 410073.0)	(27.0, 470234.0)	(28.0, 540318.0)	(29.0, 622866.0)	(30.0, 723394.0)	(31.0, 843232.0)	(32.0, 996758.0)	(33.0, 1197065.0)	(34.0, 1460479.0)	(35.0, 1803628.0)	(36.0, 2236780.0)	(37.0, 2680680.0)	(38.0, 2801805.0)	(39.0, 1915975.0)	(40.0, 400891.0)
WZP-11_S42_R1_001	(2.0, 22.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 1.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 9.0)	(13.0, 1.0)	(14.0, 1.0)	(15.0, 37.0)	(16.0, 192.0)	(17.0, 479.0)	(18.0, 1088.0)	(19.0, 2504.0)	(20.0, 5452.0)	(21.0, 11099.0)	(22.0, 20112.0)	(23.0, 33073.0)	(24.0, 51034.0)	(25.0, 74715.0)	(26.0, 105341.0)	(27.0, 143294.0)	(28.0, 186158.0)	(29.0, 238252.0)	(30.0, 298483.0)	(31.0, 367867.0)	(32.0, 449063.0)	(33.0, 549165.0)	(34.0, 675306.0)	(35.0, 846074.0)	(36.0, 1106254.0)	(37.0, 1565950.0)	(38.0, 2642461.0)	(39.0, 6459459.0)	(40.0, 10723768.0)
WZP-11_S42_R2_001	(2.0, 28.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 2.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 4.0)	(11.0, 147.0)	(12.0, 1959.0)	(13.0, 6716.0)	(14.0, 16458.0)	(15.0, 37939.0)	(16.0, 75496.0)	(17.0, 112519.0)	(18.0, 135902.0)	(19.0, 158646.0)	(20.0, 183888.0)	(21.0, 215380.0)	(22.0, 251090.0)	(23.0, 292020.0)	(24.0, 339173.0)	(25.0, 394943.0)	(26.0, 458798.0)	(27.0, 534781.0)	(28.0, 625036.0)	(29.0, 731897.0)	(30.0, 861736.0)	(31.0, 1023238.0)	(32.0, 1224879.0)	(33.0, 1486468.0)	(34.0, 1829531.0)	(35.0, 2272056.0)	(36.0, 2828869.0)	(37.0, 3432477.0)	(38.0, 3706801.0)	(39.0, 2730600.0)	(40.0, 587237.0)
WZP-12_S43_R1_001	(2.0, 23.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 5.0)	(13.0, 1.0)	(14.0, 2.0)	(15.0, 30.0)	(16.0, 126.0)	(17.0, 404.0)	(18.0, 937.0)	(19.0, 2221.0)	(20.0, 5243.0)	(21.0, 10486.0)	(22.0, 18579.0)	(23.0, 30243.0)	(24.0, 46323.0)	(25.0, 67176.0)	(26.0, 92912.0)	(27.0, 123907.0)	(28.0, 159947.0)	(29.0, 198840.0)	(30.0, 244503.0)	(31.0, 295558.0)	(32.0, 355358.0)	(33.0, 427938.0)	(34.0, 519754.0)	(35.0, 642480.0)	(36.0, 830569.0)	(37.0, 1166723.0)	(38.0, 1966905.0)	(39.0, 4887816.0)	(40.0, 8233675.0)
WZP-12_S43_R2_001	(2.0, 16.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 61.0)	(12.0, 780.0)	(13.0, 3053.0)	(14.0, 9142.0)	(15.0, 24178.0)	(16.0, 51600.0)	(17.0, 79203.0)	(18.0, 97139.0)	(19.0, 112729.0)	(20.0, 132760.0)	(21.0, 155197.0)	(22.0, 181248.0)	(23.0, 213055.0)	(24.0, 247258.0)	(25.0, 287979.0)	(26.0, 334194.0)	(27.0, 389022.0)	(28.0, 451708.0)	(29.0, 528761.0)	(30.0, 622465.0)	(31.0, 739242.0)	(32.0, 887647.0)	(33.0, 1083002.0)	(34.0, 1342726.0)	(35.0, 1692456.0)	(36.0, 2153777.0)	(37.0, 2682232.0)	(38.0, 3009335.0)	(39.0, 2311804.0)	(40.0, 504915.0)
WZP-13_S44_R1_001	(2.0, 20.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 7.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 30.0)	(16.0, 128.0)	(17.0, 395.0)	(18.0, 840.0)	(19.0, 1882.0)	(20.0, 3954.0)	(21.0, 7344.0)	(22.0, 12758.0)	(23.0, 20366.0)	(24.0, 31297.0)	(25.0, 45343.0)	(26.0, 62325.0)	(27.0, 82713.0)	(28.0, 107146.0)	(29.0, 133795.0)	(30.0, 164476.0)	(31.0, 199213.0)	(32.0, 239978.0)	(33.0, 288712.0)	(34.0, 350337.0)	(35.0, 433101.0)	(36.0, 564114.0)	(37.0, 800939.0)	(38.0, 1365661.0)	(39.0, 3348050.0)	(40.0, 5473648.0)
WZP-13_S44_R2_001	(2.0, 9.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 30.0)	(12.0, 332.0)	(13.0, 1373.0)	(14.0, 4414.0)	(15.0, 12521.0)	(16.0, 26894.0)	(17.0, 42414.0)	(18.0, 54115.0)	(19.0, 64949.0)	(20.0, 77709.0)	(21.0, 93351.0)	(22.0, 111259.0)	(23.0, 130713.0)	(24.0, 154512.0)	(25.0, 181219.0)	(26.0, 211925.0)	(27.0, 249985.0)	(28.0, 292686.0)	(29.0, 344788.0)	(30.0, 411460.0)	(31.0, 491705.0)	(32.0, 598550.0)	(33.0, 738050.0)	(34.0, 920353.0)	(35.0, 1161663.0)	(36.0, 1475932.0)	(37.0, 1832343.0)	(38.0, 2053913.0)	(39.0, 1613172.0)	(40.0, 386233.0)
WZP-14_S45_R1_001	(2.0, 16.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 5.0)	(13.0, 0.0)	(14.0, 3.0)	(15.0, 11.0)	(16.0, 39.0)	(17.0, 169.0)	(18.0, 423.0)	(19.0, 1315.0)	(20.0, 3149.0)	(21.0, 6498.0)	(22.0, 12114.0)	(23.0, 19803.0)	(24.0, 30887.0)	(25.0, 45138.0)	(26.0, 63237.0)	(27.0, 85145.0)	(28.0, 110447.0)	(29.0, 138428.0)	(30.0, 170580.0)	(31.0, 208485.0)	(32.0, 250602.0)	(33.0, 303059.0)	(34.0, 366795.0)	(35.0, 456377.0)	(36.0, 595315.0)	(37.0, 850091.0)	(38.0, 1463215.0)	(39.0, 3742607.0)	(40.0, 6255779.0)
WZP-14_S45_R2_001	(2.0, 9.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 25.0)	(12.0, 292.0)	(13.0, 1157.0)	(14.0, 3646.0)	(15.0, 10897.0)	(16.0, 24377.0)	(17.0, 39283.0)	(18.0, 50598.0)	(19.0, 62492.0)	(20.0, 75793.0)	(21.0, 92395.0)	(22.0, 110644.0)	(23.0, 130899.0)	(24.0, 154782.0)	(25.0, 182908.0)	(26.0, 214417.0)	(27.0, 252989.0)	(28.0, 297315.0)	(29.0, 351771.0)	(30.0, 420024.0)	(31.0, 504283.0)	(32.0, 616401.0)	(33.0, 766454.0)	(34.0, 972208.0)	(35.0, 1256878.0)	(36.0, 1640080.0)	(37.0, 2101945.0)	(38.0, 2422709.0)	(39.0, 1954490.0)	(40.0, 467572.0)
WZP-1_S32_R1_001	(2.0, 26.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 10.0)	(13.0, 1.0)	(14.0, 11.0)	(15.0, 43.0)	(16.0, 213.0)	(17.0, 591.0)	(18.0, 1350.0)	(19.0, 2696.0)	(20.0, 5778.0)	(21.0, 11062.0)	(22.0, 19456.0)	(23.0, 31256.0)	(24.0, 47655.0)	(25.0, 69622.0)	(26.0, 96774.0)	(27.0, 128707.0)	(28.0, 166701.0)	(29.0, 209577.0)	(30.0, 257833.0)	(31.0, 312924.0)	(32.0, 377367.0)	(33.0, 454253.0)	(34.0, 554125.0)	(35.0, 686405.0)	(36.0, 890345.0)	(37.0, 1257403.0)	(38.0, 2125726.0)	(39.0, 5204368.0)	(40.0, 8449475.0)
WZP-1_S32_R2_001	(2.0, 23.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 4.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 94.0)	(12.0, 1315.0)	(13.0, 4322.0)	(14.0, 11827.0)	(15.0, 29275.0)	(16.0, 61663.0)	(17.0, 92851.0)	(18.0, 113006.0)	(19.0, 131513.0)	(20.0, 152545.0)	(21.0, 177994.0)	(22.0, 207390.0)	(23.0, 241359.0)	(24.0, 279218.0)	(25.0, 324285.0)	(26.0, 374831.0)	(27.0, 435124.0)	(28.0, 505319.0)	(29.0, 590582.0)	(30.0, 693883.0)	(31.0, 821758.0)	(32.0, 983159.0)	(33.0, 1192207.0)	(34.0, 1465647.0)	(35.0, 1821949.0)	(36.0, 2270848.0)	(37.0, 2748544.0)	(38.0, 2961721.0)	(39.0, 2178120.0)	(40.0, 489376.0)
WZP-2_S33_R1_001	(2.0, 12.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 4.0)	(13.0, 2.0)	(14.0, 3.0)	(15.0, 22.0)	(16.0, 91.0)	(17.0, 248.0)	(18.0, 663.0)	(19.0, 1516.0)	(20.0, 3267.0)	(21.0, 6064.0)	(22.0, 10774.0)	(23.0, 17380.0)	(24.0, 26865.0)	(25.0, 39081.0)	(26.0, 55007.0)	(27.0, 74619.0)	(28.0, 95893.0)	(29.0, 121336.0)	(30.0, 150221.0)	(31.0, 181794.0)	(32.0, 221897.0)	(33.0, 266676.0)	(34.0, 324378.0)	(35.0, 406393.0)	(36.0, 533008.0)	(37.0, 766561.0)	(38.0, 1329759.0)	(39.0, 3362811.0)	(40.0, 5807273.0)
WZP-2_S33_R2_001	(2.0, 14.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 38.0)	(12.0, 279.0)	(13.0, 1139.0)	(14.0, 3338.0)	(15.0, 9587.0)	(16.0, 20718.0)	(17.0, 33199.0)	(18.0, 44046.0)	(19.0, 53823.0)	(20.0, 66719.0)	(21.0, 81180.0)	(22.0, 96940.0)	(23.0, 115025.0)	(24.0, 135908.0)	(25.0, 160038.0)	(26.0, 188640.0)	(27.0, 221628.0)	(28.0, 262757.0)	(29.0, 313211.0)	(30.0, 374601.0)	(31.0, 453671.0)	(32.0, 556712.0)	(33.0, 692433.0)	(34.0, 878312.0)	(35.0, 1131285.0)	(36.0, 1466828.0)	(37.0, 1876958.0)	(38.0, 2206258.0)	(39.0, 1857904.0)	(40.0, 500428.0)
WZP-3_S34_R1_001	(2.0, 15.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 12.0)	(13.0, 1.0)	(14.0, 7.0)	(15.0, 22.0)	(16.0, 108.0)	(17.0, 331.0)	(18.0, 861.0)	(19.0, 2118.0)	(20.0, 4704.0)	(21.0, 9104.0)	(22.0, 16159.0)	(23.0, 26351.0)	(24.0, 40765.0)	(25.0, 59138.0)	(26.0, 82548.0)	(27.0, 110111.0)	(28.0, 143260.0)	(29.0, 179259.0)	(30.0, 221335.0)	(31.0, 268466.0)	(32.0, 322594.0)	(33.0, 388921.0)	(34.0, 473323.0)	(35.0, 587771.0)	(36.0, 767445.0)	(37.0, 1095779.0)	(38.0, 1877967.0)	(39.0, 4687859.0)	(40.0, 7694654.0)
WZP-3_S34_R2_001	(2.0, 14.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 53.0)	(12.0, 458.0)	(13.0, 1894.0)	(14.0, 5911.0)	(15.0, 16992.0)	(16.0, 37653.0)	(17.0, 59791.0)	(18.0, 75596.0)	(19.0, 91063.0)	(20.0, 108608.0)	(21.0, 130147.0)	(22.0, 154015.0)	(23.0, 182150.0)	(24.0, 212354.0)	(25.0, 250500.0)	(26.0, 293193.0)	(27.0, 343218.0)	(28.0, 404742.0)	(29.0, 477561.0)	(30.0, 568363.0)	(31.0, 684229.0)	(32.0, 827877.0)	(33.0, 1019164.0)	(34.0, 1272253.0)	(35.0, 1608398.0)	(36.0, 2043814.0)	(37.0, 2544773.0)	(38.0, 2854879.0)	(39.0, 2254977.0)	(40.0, 536348.0)
WZP-4_S35_R1_001	(2.0, 16.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 4.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 21.0)	(16.0, 62.0)	(17.0, 216.0)	(18.0, 562.0)	(19.0, 1282.0)	(20.0, 3112.0)	(21.0, 5992.0)	(22.0, 10812.0)	(23.0, 17531.0)	(24.0, 27223.0)	(25.0, 40253.0)	(26.0, 55686.0)	(27.0, 75217.0)	(28.0, 97674.0)	(29.0, 123238.0)	(30.0, 151559.0)	(31.0, 182840.0)	(32.0, 220524.0)	(33.0, 265973.0)	(34.0, 323602.0)	(35.0, 402906.0)	(36.0, 523828.0)	(37.0, 749807.0)	(38.0, 1283884.0)	(39.0, 3231723.0)	(40.0, 5603867.0)
WZP-4_S35_R2_001	(2.0, 7.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 19.0)	(12.0, 244.0)	(13.0, 962.0)	(14.0, 3252.0)	(15.0, 9846.0)	(16.0, 21907.0)	(17.0, 35514.0)	(18.0, 46120.0)	(19.0, 56126.0)	(20.0, 68337.0)	(21.0, 82497.0)	(22.0, 99070.0)	(23.0, 117895.0)	(24.0, 139201.0)	(25.0, 165209.0)	(26.0, 194906.0)	(27.0, 229560.0)	(28.0, 271786.0)	(29.0, 321708.0)	(30.0, 384038.0)	(31.0, 462262.0)	(32.0, 563036.0)	(33.0, 694208.0)	(34.0, 875551.0)	(35.0, 1117199.0)	(36.0, 1434618.0)	(37.0, 1811390.0)	(38.0, 2079527.0)	(39.0, 1683957.0)	(40.0, 429463.0)
WZP-5_S36_R1_001	(2.0, 17.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 10.0)	(13.0, 1.0)	(14.0, 4.0)	(15.0, 25.0)	(16.0, 100.0)	(17.0, 360.0)	(18.0, 823.0)	(19.0, 1855.0)	(20.0, 4245.0)	(21.0, 8237.0)	(22.0, 14218.0)	(23.0, 22934.0)	(24.0, 34707.0)	(25.0, 50395.0)	(26.0, 70136.0)	(27.0, 93090.0)	(28.0, 119607.0)	(29.0, 150465.0)	(30.0, 184328.0)	(31.0, 223903.0)	(32.0, 270184.0)	(33.0, 325532.0)	(34.0, 396177.0)	(35.0, 490451.0)	(36.0, 634526.0)	(37.0, 897963.0)	(38.0, 1510546.0)	(39.0, 3635912.0)	(40.0, 5780072.0)
WZP-5_S36_R2_001	(2.0, 12.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 2.0)	(11.0, 67.0)	(12.0, 840.0)	(13.0, 3496.0)	(14.0, 9770.0)	(15.0, 24307.0)	(16.0, 49103.0)	(17.0, 72993.0)	(18.0, 87576.0)	(19.0, 101040.0)	(20.0, 115713.0)	(21.0, 134929.0)	(22.0, 156773.0)	(23.0, 180162.0)	(24.0, 208036.0)	(25.0, 239705.0)	(26.0, 276140.0)	(27.0, 318568.0)	(28.0, 369715.0)	(29.0, 428013.0)	(30.0, 498239.0)	(31.0, 586788.0)	(32.0, 696846.0)	(33.0, 832633.0)	(34.0, 1010699.0)	(35.0, 1239246.0)	(36.0, 1529315.0)	(37.0, 1844040.0)	(38.0, 2006679.0)	(39.0, 1542067.0)	(40.0, 357310.0)
WZP-6_S37_R1_001	(2.0, 9.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 10.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 13.0)	(16.0, 86.0)	(17.0, 232.0)	(18.0, 582.0)	(19.0, 1454.0)	(20.0, 3338.0)	(21.0, 6775.0)	(22.0, 11913.0)	(23.0, 19387.0)	(24.0, 30121.0)	(25.0, 43679.0)	(26.0, 60004.0)	(27.0, 80117.0)	(28.0, 103159.0)	(29.0, 129816.0)	(30.0, 158904.0)	(31.0, 192774.0)	(32.0, 231746.0)	(33.0, 278271.0)	(34.0, 338661.0)	(35.0, 417856.0)	(36.0, 541811.0)	(37.0, 765638.0)	(38.0, 1290077.0)	(39.0, 3185282.0)	(40.0, 5315234.0)
WZP-6_S37_R2_001	(2.0, 14.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 4.0)	(11.0, 45.0)	(12.0, 450.0)	(13.0, 1717.0)	(14.0, 5246.0)	(15.0, 14033.0)	(16.0, 30590.0)	(17.0, 47415.0)	(18.0, 59276.0)	(19.0, 69437.0)	(20.0, 82264.0)	(21.0, 97089.0)	(22.0, 115134.0)	(23.0, 135143.0)	(24.0, 158670.0)	(25.0, 185342.0)	(26.0, 216194.0)	(27.0, 252133.0)	(28.0, 295461.0)	(29.0, 347290.0)	(30.0, 410601.0)	(31.0, 488680.0)	(32.0, 587697.0)	(33.0, 717672.0)	(34.0, 890902.0)	(35.0, 1117819.0)	(36.0, 1411110.0)	(37.0, 1743957.0)	(38.0, 1931670.0)	(39.0, 1467551.0)	(40.0, 326344.0)
WZP-7_S38_R1_001	(2.0, 12.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 7.0)	(13.0, 0.0)	(14.0, 6.0)	(15.0, 14.0)	(16.0, 57.0)	(17.0, 220.0)	(18.0, 571.0)	(19.0, 1381.0)	(20.0, 3205.0)	(21.0, 6256.0)	(22.0, 11581.0)	(23.0, 18658.0)	(24.0, 29024.0)	(25.0, 42540.0)	(26.0, 59038.0)	(27.0, 78410.0)	(28.0, 101201.0)	(29.0, 126894.0)	(30.0, 156083.0)	(31.0, 188645.0)	(32.0, 227770.0)	(33.0, 275279.0)	(34.0, 333349.0)	(35.0, 413491.0)	(36.0, 542378.0)	(37.0, 776001.0)	(38.0, 1329668.0)	(39.0, 3251538.0)	(40.0, 5347238.0)
WZP-7_S38_R2_001	(2.0, 5.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 1.0)	(10.0, 0.0)	(11.0, 23.0)	(12.0, 301.0)	(13.0, 1218.0)	(14.0, 3769.0)	(15.0, 10407.0)	(16.0, 23038.0)	(17.0, 37235.0)	(18.0, 48324.0)	(19.0, 58863.0)	(20.0, 72007.0)	(21.0, 86976.0)	(22.0, 103658.0)	(23.0, 122808.0)	(24.0, 145502.0)	(25.0, 172889.0)	(26.0, 203325.0)	(27.0, 238128.0)	(28.0, 280643.0)	(29.0, 331913.0)	(30.0, 395611.0)	(31.0, 476399.0)	(32.0, 577948.0)	(33.0, 713340.0)	(34.0, 886865.0)	(35.0, 1121369.0)	(36.0, 1419333.0)	(37.0, 1774909.0)	(38.0, 2021105.0)	(39.0, 1613838.0)	(40.0, 378764.0)
WZP-8_S39_R1_001	(2.0, 12.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 9.0)	(13.0, 1.0)	(14.0, 6.0)	(15.0, 21.0)	(16.0, 82.0)	(17.0, 280.0)	(18.0, 659.0)	(19.0, 1660.0)	(20.0, 3736.0)	(21.0, 7303.0)	(22.0, 12882.0)	(23.0, 21316.0)	(24.0, 32867.0)	(25.0, 48603.0)	(26.0, 67896.0)	(27.0, 91369.0)	(28.0, 118080.0)	(29.0, 149266.0)	(30.0, 185096.0)	(31.0, 225501.0)	(32.0, 271691.0)	(33.0, 326928.0)	(34.0, 400266.0)	(35.0, 497380.0)	(36.0, 650891.0)	(37.0, 936080.0)	(38.0, 1616920.0)	(39.0, 4094251.0)	(40.0, 6923865.0)
WZP-8_S39_R2_001	(2.0, 19.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 49.0)	(12.0, 433.0)	(13.0, 1671.0)	(14.0, 5102.0)	(15.0, 13954.0)	(16.0, 30494.0)	(17.0, 47609.0)	(18.0, 61535.0)	(19.0, 74850.0)	(20.0, 90613.0)	(21.0, 108609.0)	(22.0, 129876.0)	(23.0, 154194.0)	(24.0, 182519.0)	(25.0, 214185.0)	(26.0, 252173.0)	(27.0, 297993.0)	(28.0, 351105.0)	(29.0, 417221.0)	(30.0, 500940.0)	(31.0, 604461.0)	(32.0, 736482.0)	(33.0, 915320.0)	(34.0, 1150040.0)	(35.0, 1462455.0)	(36.0, 1857401.0)	(37.0, 2291860.0)	(38.0, 2498292.0)	(39.0, 1829706.0)	(40.0, 403756.0)
WZP-9_S40_R1_001	(2.0, 24.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 14.0)	(13.0, 0.0)	(14.0, 5.0)	(15.0, 43.0)	(16.0, 219.0)	(17.0, 536.0)	(18.0, 1263.0)	(19.0, 2886.0)	(20.0, 6186.0)	(21.0, 11986.0)	(22.0, 20918.0)	(23.0, 33249.0)	(24.0, 50840.0)	(25.0, 74122.0)	(26.0, 102686.0)	(27.0, 136447.0)	(28.0, 175796.0)	(29.0, 219474.0)	(30.0, 269656.0)	(31.0, 325908.0)	(32.0, 393012.0)	(33.0, 471725.0)	(34.0, 574772.0)	(35.0, 716847.0)	(36.0, 937724.0)	(37.0, 1340291.0)	(38.0, 2290331.0)	(39.0, 5513925.0)	(40.0, 8565246.0)
WZP-9_S40_R2_001	(2.0, 21.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 3.0)	(8.0, 0.0)	(9.0, 1.0)	(10.0, 1.0)	(11.0, 57.0)	(12.0, 765.0)	(13.0, 2963.0)	(14.0, 9126.0)	(15.0, 24800.0)	(16.0, 53026.0)	(17.0, 81838.0)	(18.0, 103548.0)	(19.0, 123206.0)	(20.0, 146152.0)	(21.0, 173199.0)	(22.0, 204303.0)	(23.0, 240532.0)	(24.0, 282155.0)	(25.0, 329529.0)	(26.0, 383174.0)	(27.0, 448454.0)	(28.0, 524820.0)	(29.0, 615782.0)	(30.0, 726581.0)	(31.0, 863227.0)	(32.0, 1038163.0)	(33.0, 1256069.0)	(34.0, 1539478.0)	(35.0, 1901459.0)	(36.0, 2349344.0)	(37.0, 2846478.0)	(38.0, 3113674.0)	(39.0, 2354423.0)	(40.0, 499781.0)
