Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61
20150415.B-CAMA_reseq_4_R1 - polya	(1, 0.0022722785378394457)	(2, 0.007688160466374065)	(3, 0.013149601864339049)	(4, 0.018377550981473412)	(5, 0.02373078863954128)	(6, 0.029294738843724584)	(7, 0.03424933114427676)	(8, 0.03916975384275616)	(9, 0.044033227204447606)	(10, 0.05092124948895089)	(12, 0.05964304041802636)	(14, 0.06784089744865263)	(16, 0.07562017685388742)	(18, 0.08282142049072447)	(20, 0.08966388330579739)	(22, 0.0962386842379669)	(24, 0.1028618921064062)	(26, 0.1093284892986786)	(28, 0.11569827261841148)	(30, 0.12210792047389593)	(32, 0.12869980620710186)	(34, 0.13491013138382846)	(36, 0.1410578122900883)	(38, 0.14738488360723023)	(40, 0.15349554744457788)	(42, 0.16001339903995948)	(44, 0.16644297916331968)	(46, 0.17239987979133992)	(48, 0.1788835617846487)	(50, 0.18505686989246312)	(52, 0.19130136467126252)	(54, 0.19749175758011334)	(56, 0.20362804861901562)	(58, 0.21138454828953523)	(60, 0.21959094772067966)	(62, 0.22609171451502486)	(64, 0.23243587063320317)	(66, 0.2387287723482723)	(68, 0.24512987780323856)	(70, 0.2514199320514683)	(72, 0.25786659697586495)	(74, 0.26431895683394036)	(76, 0.27062040094952766)	(78, 0.27690191279723925)	(80, 0.2831435601091992)	(82, 0.2895361231636473)	(84, 0.2959286862180953)	(86, 0.30269426742850447)	(88, 0.3092092715570467)	(90, 0.3155875972772978)	(92, 0.3222051102120582)	(94, 0.32859767326650635)	(96, 0.33530061020644875)	(98, 0.3417615124650424)	(100, 0.3487833656909973)	(102, 0.3558365410521857)	(104, 0.3626049697294343)	(106, 0.36915129599320984)	(108, 0.37573463932589757)	(110, 0.38207310051039706)	(112, 0.38870200331251514)	(114, 0.3954704319897637)
20150415.B-CAMA_reseq_4_R2 - polya	(1, 0.005575340071540896)	(2, 0.013924112844655251)	(3, 0.021316136759731943)	(4, 0.028412024123511265)	(5, 0.03595211631423664)	(6, 0.04303091887697958)	(7, 0.04977372035267358)	(8, 0.05639123328743407)	(9, 0.0624335579206362)	(10, 0.07132334939323615)	(12, 0.08319159117984617)	(14, 0.09427677958562182)	(16, 0.10459599941159944)	(18, 0.1146390149541555)	(20, 0.12463647102728118)	(22, 0.1345684353631007)	(24, 0.1442925346196442)	(26, 0.1538941928020936)	(28, 0.16353571552029456)	(30, 0.17322849264160467)	(32, 0.18325157591628494)	(34, 0.19310096371376193)	(36, 0.2032721152640909)	(38, 0.21315852013048003)	(40, 0.223050619930548)	(42, 0.23322177148087697)	(44, 0.24290885366850828)	(46, 0.25273830919810947)	(48, 0.26283257914377467)	(50, 0.2728072554821852)	(52, 0.284165800704543)	(54, 0.2954503117890765)	(56, 0.30549617479847196)	(58, 0.3155278004736704)	(60, 0.3254142053400596)	(62, 0.3351639317981577)	(64, 0.34477982731480405)	(66, 0.3544782993697929)	(68, 0.36483168879784333)	(70, 0.3746298221922112)	(72, 0.38473263453839457)	(74, 0.3945763274021928)	(76, 0.40413242611521183)	(78, 0.41414127205569506)	(80, 0.4239337105163842)	(82, 0.43398811592629777)	(84, 0.44382326638957775)	(86, 0.45369828138860935)	(88, 0.4638495006710625)	(90, 0.4737102783358971)	(92, 0.4835397338654983)	(94, 0.4934517659334421)	(96, 0.5030363393148551)	(98, 0.5127889132397925)	(100, 0.5227749794455607)	(102, 0.5323396205590978)	(104, 0.5422630424943992)	(106, 0.5524427364452463)	(108, 0.5622237850385778)	(110, 0.5719364944277636)	(112, 0.5816207291485556)	(114, 0.5914558796118357)
20150415.B-CAMA_reseq_5_R1 - polya	(1, 0.002223719259964684)	(2, 0.008221302326259476)	(3, 0.013743692272686295)	(4, 0.01941371503305268)	(5, 0.02533748169237769)	(6, 0.031049026181664576)	(7, 0.036451464466765504)	(8, 0.041470980140710684)	(9, 0.04655969869619003)	(10, 0.053982861122088735)	(12, 0.06312225501003488)	(14, 0.07158346065894615)	(16, 0.07988319291761102)	(18, 0.08728559447904946)	(20, 0.09477795978648235)	(22, 0.10162904505836526)	(24, 0.10836017866892225)	(26, 0.11516743544916683)	(28, 0.1218824217206992)	(30, 0.1287404272807355)	(32, 0.13536314304355565)	(34, 0.14169520670393226)	(36, 0.14784272934688442)	(38, 0.15427398380412669)	(40, 0.16090131309238243)	(42, 0.16764167375381067)	(44, 0.1743082180082691)	(46, 0.1811569965174342)	(48, 0.1880980455353115)	(50, 0.1947461356880275)	(52, 0.20123505921321488)	(54, 0.2077101421620955)	(56, 0.21429825648414852)	(58, 0.22199131014803047)	(60, 0.2298988927446684)	(62, 0.23693451903397575)	(64, 0.2438017516448833)	(66, 0.25068743835753327)	(68, 0.2572617121032795)	(70, 0.2639121090187133)	(72, 0.2707724213414674)	(74, 0.2778795572750267)	(76, 0.2846383720381974)	(78, 0.29142025442854613)	(80, 0.29832670200565636)	(82, 0.30529773893886514)	(84, 0.3120496334138824)	(86, 0.3188961051603297)	(88, 0.3255834102792484)	(90, 0.3325982757040955)	(92, 0.3395762329254577)	(94, 0.3464250114346228)	(96, 0.3534813985883904)	(98, 0.3607246335223002)	(100, 0.3675480376415695)	(102, 0.37438297557442773)	(104, 0.38132171782958724)	(106, 0.38851189722098756)	(108, 0.39540450422179096)	(110, 0.40238707496858883)	(112, 0.409270454918521)	(114, 0.41638912466566935)
20150415.B-CAMA_reseq_5_R2 - polya	(1, 0.006108307676749465)	(2, 0.014929368309638421)	(3, 0.023113762432413004)	(4, 0.03123356719908903)	(5, 0.03946871010165534)	(6, 0.04740858737634252)	(7, 0.054665662886559226)	(8, 0.061802786735450026)	(9, 0.06862619085471926)	(10, 0.07853373672769469)	(12, 0.09075035208119361)	(14, 0.10244102553503286)	(16, 0.11370033436064242)	(18, 0.12412920860784193)	(20, 0.13450964083796754)	(22, 0.14529144978099134)	(24, 0.1561055534020644)	(26, 0.1667743309719157)	(28, 0.17748232350796972)	(30, 0.18826643921371133)	(32, 0.19889600181735995)	(34, 0.20949096298024147)	(36, 0.2197998855661151)	(38, 0.23033948442376928)	(40, 0.240932138823933)	(42, 0.2514048415627709)	(44, 0.261517689317631)	(46, 0.27219108041291795)	(48, 0.2826038073210928)	(50, 0.2928965825679418)	(52, 0.3047395023611562)	(54, 0.31643940286586664)	(56, 0.32671141724825536)	(58, 0.3375854966999914)	(60, 0.34871793357612163)	(62, 0.35937748409510173)	(64, 0.36969563373184655)	(66, 0.3801268147417639)	(68, 0.39076791115900156)	(70, 0.4008346236595056)	(72, 0.41101898105861767)	(74, 0.421094920609993)	(76, 0.4313830823314063)	(78, 0.44181195657860584)	(80, 0.45200323426587136)	(82, 0.46233291771620527)	(84, 0.4729278788790868)	(86, 0.48332676521095486)	(88, 0.49327813957556854)	(90, 0.503577835110571)	(92, 0.5139467335271075)	(94, 0.5243156319436442)	(96, 0.5351389626155885)	(98, 0.5455424624728921)	(100, 0.5558098633298452)	(102, 0.5661095588648476)	(104, 0.5763469718064693)	(106, 0.5862845055947761)	(108, 0.5961251553489353)	(110, 0.6061987881375926)	(112, 0.6165769136050006)	(114, 0.6271395800898327)
20150415.B-CAMA_reseq_6_R1 - polya	(1, 0.0021975542607883514)	(2, 0.008000804347530406)	(3, 0.013377344869070837)	(4, 0.018711214434091107)	(5, 0.02469048221647883)	(6, 0.03018970173801473)	(7, 0.03532088425956423)	(8, 0.04043606517241867)	(9, 0.045572581563533186)	(10, 0.052850646585003346)	(12, 0.061579524128159015)	(14, 0.06968700586698984)	(16, 0.07723709823627602)	(18, 0.08405111660558942)	(20, 0.09082779788794768)	(22, 0.09771649043117134)	(24, 0.10442383140918433)	(26, 0.11098715790894179)	(28, 0.11736913284348853)	(30, 0.12387912064759576)	(32, 0.13047978423430834)	(34, 0.13694976801667794)	(36, 0.14339574938600494)	(38, 0.14994574121184984)	(40, 0.15609835975510072)	(42, 0.16240299358095467)	(44, 0.16863562016768086)	(46, 0.175118938623963)	(48, 0.1816129248193752)	(50, 0.1880402376452246)	(52, 0.19439287629716373)	(54, 0.2005641633838922)	(56, 0.20660743760106015)	(58, 0.2149549434703169)	(60, 0.2232704461221835)	(62, 0.23021247736105738)	(64, 0.23668246114342695)	(66, 0.24303243286058357)	(68, 0.24941974166469535)	(70, 0.25587372383836987)	(72, 0.26249572290334255)	(74, 0.2693230759465685)	(76, 0.2758197290767632)	(78, 0.2825164023156461)	(80, 0.2889037111197579)	(82, 0.2957443988368964)	(84, 0.30255575027142734)	(86, 0.3092337549668327)	(88, 0.3157037387492022)	(90, 0.32212305077070413)	(92, 0.3288863973791498)	(94, 0.33557506981368523)	(96, 0.3425811074873394)	(98, 0.34945913229143305)	(100, 0.3564465014216096)	(102, 0.3633031907474431)	(104, 0.37001319866023863)	(106, 0.37644851229043563)	(108, 0.3831558532684486)	(110, 0.3899538700290669)	(112, 0.3967385521157727)	(114, 0.40340588907204805)
20150415.B-CAMA_reseq_6_R2 - polya	(1, 0.005840587173697196)	(2, 0.014300104303819344)	(3, 0.02195954099918845)	(4, 0.02958697447716744)	(5, 0.037091728955150956)	(6, 0.04451114152009415)	(7, 0.051439838085055485)	(8, 0.0585232168674024)	(9, 0.06523855864976293)	(10, 0.07470884406245641)	(12, 0.08642202162724091)	(14, 0.09727111232249215)	(16, 0.10781350551775472)	(18, 0.11771850129999736)	(20, 0.1274368116474643)	(22, 0.13764317106013058)	(24, 0.14769751519019378)	(26, 0.15794921249416277)	(28, 0.16761418414597948)	(30, 0.17758852023256738)	(32, 0.187618861949588)	(34, 0.1974331819492253)	(36, 0.20752753010102615)	(38, 0.21739785573109616)	(40, 0.22744953292637687)	(42, 0.237221181969494)	(44, 0.24745154379520287)	(46, 0.2569965033818067)	(48, 0.2668934983597018)	(50, 0.276691816750644)	(52, 0.2884796684893388)	(54, 0.3002221823367309)	(56, 0.3098444830320275)	(58, 0.320506888292503)	(60, 0.3311292895312409)	(62, 0.34113829577000143)	(64, 0.3511393012044144)	(66, 0.36105229779100456)	(68, 0.3708186129645567)	(70, 0.3807902821163621)	(72, 0.3906659416159971)	(74, 0.4004829285504169)	(76, 0.4105212710717851)	(78, 0.4202235798105569)	(80, 0.42988588452759113)	(82, 0.4394201763750649)	(84, 0.44931717135296)	(86, 0.4591848300482475)	(88, 0.4689298097435396)	(90, 0.47893348211273506)	(92, 0.48898782624279824)	(94, 0.4992341896772022)	(96, 0.5092912007420479)	(98, 0.5193642134155887)	(100, 0.529293211610874)	(102, 0.5393955605670224)	(104, 0.5495192450014308)	(106, 0.5593148964575906)	(108, 0.5688145181528916)	(110, 0.5784128164351456)	(112, 0.5879844453695745)	(114, 0.598108129803983)
20150415.B-CAMA_reseq_7_R1 - polya	(1, 0.002507320328787631)	(2, 0.008056380949870027)	(3, 0.013614348570344208)	(4, 0.019132234693555353)	(5, 0.025171180281185954)	(6, 0.030996357883413702)	(7, 0.03643853451179467)	(8, 0.041818362144433144)	(9, 0.04725608527311822)	(10, 0.054720150763434505)	(12, 0.06394112188378048)	(14, 0.07263212654031523)	(16, 0.08070632148896884)	(18, 0.08817261372913307)	(20, 0.09546744623100542)	(22, 0.10252624324899548)	(24, 0.10965184276242392)	(26, 0.11666833153330299)	(28, 0.1233997963236449)	(30, 0.13016911586140192)	(32, 0.13704309264201242)	(34, 0.1438636274262722)	(36, 0.1505550107193511)	(38, 0.15735327800513144)	(40, 0.16426510953315698)	(42, 0.17080507383657553)	(44, 0.17722702039805294)	(46, 0.18380261269903858)	(48, 0.1906008799848189)	(50, 0.19734793202409645)	(52, 0.20387230907857937)	(54, 0.21054142487317878)	(56, 0.21697673193374384)	(58, 0.2258792778258335)	(60, 0.235037899950437)	(62, 0.24153110250704868)	(64, 0.24801094456457265)	(66, 0.2547913978515694)	(68, 0.26167650838141965)	(70, 0.26838570567328207)	(72, 0.2752663627034364)	(74, 0.2818909435010769)	(76, 0.2886825305373134)	(78, 0.295592135315491)	(80, 0.3024327108483823)	(82, 0.3090172101487598)	(84, 0.31581770418438804)	(86, 0.322713948463478)	(88, 0.3297326639842051)	(90, 0.33682931574961017)	(92, 0.34393710126425503)	(94, 0.35097808428346156)	(96, 0.35801238705312416)	(98, 0.36523373681001425)	(100, 0.372388284071466)	(102, 0.3794871625867191)	(104, 0.3866639773466503)	(106, 0.3937027336160088)	(108, 0.4007815713826304)	(110, 0.40784927540001226)	(112, 0.414587420439898)	(114, 0.4216150429600168)
20150415.B-CAMA_reseq_7_R2 - polya	(1, 0.006502109556003449)	(2, 0.015244329459040962)	(3, 0.023225000914080814)	(4, 0.031125509374594594)	(5, 0.03922197182172765)	(6, 0.046886444798359114)	(7, 0.05445739428137683)	(8, 0.061645342790547765)	(9, 0.06847255782435138)	(10, 0.07847511814132656)	(12, 0.09113419102690176)	(14, 0.10307847721128618)	(16, 0.11440595368778946)	(18, 0.1254350456846679)	(20, 0.13614793920313797)	(22, 0.146738361479971)	(24, 0.15715732401851212)	(26, 0.16760746105492452)	(28, 0.1780175165940739)	(30, 0.1886836483657371)	(32, 0.1991493726510851)	(34, 0.2098733999187949)	(36, 0.2205640259387855)	(38, 0.23120566346212126)	(40, 0.24192969072983106)	(42, 0.2523776010163955)	(44, 0.2628166043035682)	(46, 0.27330014258769975)	(48, 0.2841355073478069)	(50, 0.2946301793811782)	(52, 0.3074807527536768)	(54, 0.3205384138620344)	(56, 0.33117782463552226)	(58, 0.34236501587160484)	(60, 0.35350321861103273)	(62, 0.3643029553735727)	(64, 0.37534095436984294)	(66, 0.38610506313481574)	(68, 0.3967444739083036)	(70, 0.4073705241827038)	(72, 0.4178807834650107)	(74, 0.42793010552879274)	(76, 0.43870312129315736)	(78, 0.44923787482379174)	(80, 0.4600153440878523)	(82, 0.47057904536650985)	(84, 0.4810180486536826)	(86, 0.49154389518492514)	(88, 0.5023792599450322)	(90, 0.5128360772309885)	(92, 0.5232528130196816)	(94, 0.5336806825576146)	(96, 0.5441998488393134)	(98, 0.5545698228811996)	(100, 0.5648841281768873)	(102, 0.5752451952193818)	(104, 0.5854348025235845)	(106, 0.5955821015806761)	(108, 0.6059298081240831)	(110, 0.6160303454343679)	(112, 0.6263090227324883)	(114, 0.637082038496853)
20150415.B-CAMA_reseq_8_R1 - polya	(1, 0.0022736151561955744)	(2, 0.007763346053964457)	(3, 0.01300740144369649)	(4, 0.018412262620507186)	(5, 0.02380372331506133)	(6, 0.0293872575886261)	(7, 0.034894855796070386)	(8, 0.039946837606791796)	(9, 0.04525342858038775)	(10, 0.05264379454487808)	(12, 0.06159084986483827)	(14, 0.06987011448568012)	(16, 0.07762676029851628)	(18, 0.08463967934611363)	(20, 0.09171736739128433)	(22, 0.09852704579132394)	(24, 0.10535235808732951)	(26, 0.11199006363174331)	(28, 0.1185317323866518)	(30, 0.12484559294319883)	(32, 0.13139172852552616)	(34, 0.1378418273183482)	(36, 0.14464257206355008)	(38, 0.15125794347086963)	(40, 0.1575584035451601)	(42, 0.16389013141138256)	(44, 0.17027546120663123)	(46, 0.17667865831155533)	(48, 0.1830371871422909)	(50, 0.18965255854961044)	(52, 0.19610489075614185)	(54, 0.20230038038608933)	(56, 0.20856063901361016)	(58, 0.21672599953527127)	(60, 0.2247975566811365)	(62, 0.23139506077878064)	(64, 0.23803946656432273)	(66, 0.24458560214665004)	(68, 0.25126574255154294)	(70, 0.2578252786161268)	(72, 0.2646528243258418)	(74, 0.2714803700355568)	(76, 0.27802427220417475)	(78, 0.2846173094744)	(80, 0.2913354179123532)	(82, 0.298183064345453)	(84, 0.30483417037212335)	(86, 0.31145400860686173)	(88, 0.3178572057117858)	(90, 0.324512778565875)	(92, 0.33112591655948515)	(94, 0.33803163174903006)	(96, 0.34483460990794135)	(98, 0.3518006272676408)	(100, 0.3586103056676804)	(102, 0.3655115540298064)	(104, 0.37207555692180916)	(106, 0.37903040721296144)	(108, 0.3854380711453044)	(110, 0.391854668732485)	(112, 0.3984745069672234)	(114, 0.4054650918777265)
20150415.B-CAMA_reseq_8_R2 - polya	(1, 0.005391460694554142)	(2, 0.013565754871052967)	(3, 0.021083425416980574)	(4, 0.028811036851594213)	(5, 0.03661458435232834)	(6, 0.043757041395072395)	(7, 0.050756559960413186)	(8, 0.05765780832253924)	(9, 0.06436698310565467)	(10, 0.07363118317235334)	(12, 0.08500372578075006)	(14, 0.0960501899875706)	(16, 0.10667230558960022)	(18, 0.1167226672820168)	(20, 0.12660328953251704)	(22, 0.13653304688462461)	(24, 0.1468156836028215)	(26, 0.15674990778234793)	(28, 0.16661489613688218)	(30, 0.17680819630670203)	(32, 0.18673348683139074)	(34, 0.19677938169638848)	(36, 0.20684314387106162)	(38, 0.2168979723908971)	(40, 0.22676519415914073)	(42, 0.23643140869353607)	(44, 0.2462517287738818)	(46, 0.2561435180929291)	(48, 0.26633235143533013)	(50, 0.27647428308983313)	(52, 0.287978597107086)	(54, 0.2994471765049881)	(56, 0.3091245581079305)	(58, 0.31934242582855404)	(60, 0.32964516327013577)	(62, 0.33965309010207323)	(64, 0.3495761472130525)	(66, 0.3593920004659794)	(68, 0.3693574924374379)	(70, 0.37919567982745894)	(72, 0.38961455478193086)	(74, 0.39932990441793353)	(76, 0.4092551949426223)	(78, 0.4190978491600622)	(80, 0.4288288326920309)	(82, 0.4388278258691307)	(84, 0.44901442579782225)	(86, 0.4587543429846287)	(88, 0.46845182531095597)	(90, 0.4780287032969742)	(92, 0.4879472935805347)	(94, 0.4978949182423177)	(96, 0.5078403094903913)	(98, 0.5176382954336427)	(100, 0.5276529225067085)	(102, 0.5375737462039785)	(104, 0.5475638057262404)	(106, 0.5573930594614238)	(108, 0.5673250502272409)	(110, 0.5771453703075866)	(112, 0.5870706608322753)	(114, 0.5969624501513227)
20150415.B-CAMA_reseq_9_R1 - polya	(1, 0.002646686285753896)	(2, 0.00906910161804956)	(3, 0.014871856272331415)	(4, 0.020984441265620175)	(5, 0.02705501536548427)	(6, 0.033073075848567536)	(7, 0.03882856824774664)	(8, 0.04406417584079552)	(9, 0.04942581611411839)	(10, 0.05733699248215062)	(12, 0.06718329562855649)	(14, 0.07631803926758209)	(16, 0.08481474246272058)	(18, 0.09235307215160891)	(20, 0.09988352479798011)	(22, 0.10751637899707395)	(24, 0.11485515694219511)	(26, 0.12205214812200804)	(28, 0.12896556577120447)	(30, 0.13599451337731872)	(32, 0.1432308897697173)	(34, 0.15013643037639662)	(36, 0.15707085347230537)	(38, 0.16418382286526897)	(40, 0.17105260394020172)	(42, 0.1778058550582166)	(44, 0.18481642289845757)	(46, 0.19202129112078764)	(48, 0.19931543249164507)	(50, 0.20600829295036205)	(52, 0.21296372149298312)	(54, 0.22014495858776179)	(56, 0.22707413032199247)	(58, 0.23543954947517892)	(60, 0.24386010792598523)	(62, 0.25080503374525015)	(64, 0.25814906305204943)	(66, 0.2651806363390027)	(68, 0.27238025319965464)	(70, 0.2795719930177895)	(72, 0.2869685359413696)	(74, 0.29384781973965846)	(76, 0.300640456070259)	(78, 0.30749610874099653)	(80, 0.3143176275608265)	(82, 0.3211312693381394)	(84, 0.3283807741347331)	(86, 0.33570904935649815)	(88, 0.3430084420890337)	(90, 0.3502001819071685)	(92, 0.35744706102292323)	(94, 0.364885614839928)	(96, 0.3724213188479773)	(98, 0.37954479096429705)	(100, 0.3870096015896922)	(102, 0.39457681376780995)	(104, 0.401779056309301)	(106, 0.40956682567789826)	(108, 0.4171209094518209)	(110, 0.4245410835029523)	(112, 0.43189824121394677)	(114, 0.4394995872429721)
20150415.B-CAMA_reseq_9_R2 - polya	(1, 0.006348896268802501)	(2, 0.01551777375873564)	(3, 0.023415821722572665)	(4, 0.03212783074651257)	(5, 0.040582523048226404)	(6, 0.04851733054381001)	(7, 0.05624208357227029)	(8, 0.06337343273110718)	(9, 0.07050478188994407)	(10, 0.08106264454373019)	(12, 0.0936475328052564)	(14, 0.10550248179352906)	(16, 0.11720776697397635)	(18, 0.12849294322017699)	(20, 0.13914795606500766)	(22, 0.15030184826925622)	(24, 0.1613638416441383)	(26, 0.1721842723818286)	(28, 0.18322788599083742)	(30, 0.19437127547172983)	(32, 0.20497902606145774)	(34, 0.21581258520334323)	(36, 0.22660413345180405)	(38, 0.23729328014754225)	(40, 0.24797980116244145)	(42, 0.258881628006142)	(44, 0.26943423929825006)	(46, 0.2801443914407006)	(48, 0.2911775023263532)	(50, 0.3022368700203963)	(52, 0.3137110952870079)	(54, 0.3253796209357086)	(56, 0.33596111471704615)	(58, 0.34707824738954807)	(60, 0.35811398395603977)	(62, 0.3688530185877198)	(64, 0.38003316760035877)	(66, 0.3912080652513197)	(68, 0.4021203948183764)	(70, 0.4125758559194399)	(72, 0.42339366097629116)	(74, 0.43381498822644715)	(76, 0.4444778781137949)	(78, 0.45510400846939614)	(80, 0.46588505399450075)	(82, 0.4763641462231156)	(84, 0.48766507655435054)	(86, 0.4987795835460135)	(88, 0.5094739816034297)	(90, 0.5198690520451954)	(92, 0.5305923325918411)	(94, 0.5413549983510724)	(96, 0.5520388936851326)	(98, 0.5629275921246379)	(100, 0.5737769053515576)	(102, 0.5845894590467309)	(104, 0.595591061762315)	(106, 0.6065611563078306)	(108, 0.6170875107915483)	(110, 0.6277188925088275)	(112, 0.6383555255877849)	(114, 0.649223218580578)
